#Nel/side   Nel     Neq     NeqFull DispY
1           1       23      126     7.9228
2           4       76      500     7.9689
4           16      272     1992    8.0216
8           64      1024    7952    8.0495
16          256     3968    31776   8.0628
32          1024    15616   127040  8.0695
