#Nel/side   Nel     Neq     NeqFull DispY
1           1       29      171     7.9238
2           4       96      680     8.0068
4           16      344     2712    8.0433
8           64      1296    10832   8.0597
16          256     5024    43296   8.0679
32          1024    19776   173120  8.0720
