#				                        k=1								
#h	    ndof_total  ndof_cond   disp		press		stress		div
1	    2600        410        2.91921      0.344392    0.88553    0.450832
0.5	    20360       2840       0.68224      0.156543    0.43228    0.23728
0.25	161120      20960      0.16642      0.068062    0.21614    0.11299
0.125	1281920     160640     0.04062      0.032413    0.09825    0.051361
0.06125	10227200    1256960    0.010137     0.016205    0.04465    0.025680
