#												k=3								
#h          ndof_total  ndof_cond  disp        press       stress      div
1	        5204        884        0.000903731	0.000825417	0.0046793	0.000990501	
0.5	        40136       5576       8.22797E-5	0.000122982	0.00115026	0.000147578
0.25	    315104      38624      4.43769E-6	2.51786E-5	0.000137502	3.02144E-5
0.125	    2496896     285056     2.61796E-7	3.10709E-6	1.71703E-5	3.72851E-6
0.06125	    19879424    2184704    1.70533E-8	3.79631E-7	2.12715E-6	4.55557E-7
