#								k=3								
#h		ndof_total	ndof_cond	disp		press		stress		div
1		5214		889		    0.00209235  0.00183951  0.00755035  1.10371e-06
0.5		40216		5616		0.000138379	0.000278848	0.00171572  1.67309e-07
0.25	315744		38944		8.36335e-06	5.80493e-05	0.000223052 3.48296e-08
0.125	2502016		287616		5.04046e-07	7.28508e-06	2.80581e-05 4.37112e-09
0.06125	19920384	2205184	    1.21046e-07	9.03514e-07	3.49087e-06 5.44311e-10
