#y	Displacement_Y	Pressure	Stress_XX	Stress_ZZ
0.457	-0.2285	-0.333333	0.666667	0.333333
0.458	-0.229	-0.333333	0.666667	0.333333
0.459	-0.2295	-0.333333	0.666667	0.333333
0.46	-0.23	-0.333333	0.666667	0.333333
0.461	-0.2305	-0.333333	0.666667	0.333333
0.462	-0.231	-0.333333	0.666667	0.333333
0.463	-0.2315	-0.333333	0.666667	0.333333
0.464	-0.232	-0.333333	0.666667	0.333333
0.465	-0.2325	-0.333333	0.666667	0.333333
0.466	-0.233	-0.333333	0.666667	0.333333
0.467	-0.2335	-0.333333	0.666667	0.333333
0.468	-0.234	-0.333333	0.666667	0.333333
0.469	-0.2345	-0.333333	0.666667	0.333333
0.47	-0.235	-0.333333	0.666667	0.333333
0.471	-0.2355	-0.333333	0.666667	0.333333
0.472	-0.236	-0.333333	0.666667	0.333333
0.473	-0.2365	-0.333333	0.666667	0.333333
0.474	-0.237	-0.333333	0.666667	0.333333
0.475	-0.2375	-0.333333	0.666667	0.333333
0.476	-0.238	-0.333333	0.666667	0.333333
0.477	-0.2385	-0.333333	0.666667	0.333333
0.478	-0.239	-0.333333	0.666667	0.333333
0.479	-0.2395	-0.333333	0.666667	0.333333
0.48	-0.24	-0.333333	0.666667	0.333333
0.481	-0.2405	-0.333333	0.666667	0.333333
0.482	-0.241	-0.333333	0.666667	0.333333
0.483	-0.2415	-0.333333	0.666667	0.333333
0.484	-0.242	-0.333333	0.666667	0.333333
0.485	-0.2425	-0.333333	0.666667	0.333333
0.486	-0.243	-0.333333	0.666667	0.333333
0.487	-0.2435	-0.333333	0.666667	0.333333
0.488	-0.244	-0.333333	0.666667	0.333333
0.489	-0.2445	-0.333333	0.666667	0.333333
0.49	-0.245	-0.333333	0.666667	0.333333
0.491	-0.2455	-0.333333	0.666667	0.333333
0.492	-0.246	-0.333333	0.666667	0.333333
0.493	-0.2465	-0.333333	0.666667	0.333333
0.494	-0.247	-0.333333	0.666667	0.333333
0.495	-0.2475	-0.333333	0.666667	0.333333
0.496	-0.248	-0.333333	0.666667	0.333333
0.497	-0.2485	-0.333333	0.666667	0.333333
0.498	-0.249	-0.333333	0.666667	0.333333
0.499	-0.2495	-0.333333	0.666667	0.333333
0.5	-0.25	-0.333333	0.666667	0.333333
0.501	-0.2505	-0.666667	1.33333	0.666667
0.502	-0.251	-0.666667	1.33333	0.666667
0.503	-0.2515	-0.666667	1.33333	0.666667
0.504	-0.252	-0.666667	1.33333	0.666667
0.505	-0.2525	-0.666667	1.33333	0.666667
0.506	-0.253	-0.666667	1.33333	0.666667
0.507	-0.2535	-0.666667	1.33333	0.666667
0.508	-0.254	-0.666667	1.33333	0.666667
0.509	-0.2545	-0.666667	1.33333	0.666667
0.51	-0.255	-0.666667	1.33333	0.666667
0.511	-0.2555	-0.666667	1.33333	0.666667
0.512	-0.256	-0.666667	1.33333	0.666667
