#Nel/side   Nel     Neq     NeqFull DispY
1           2       39      209     7.9523
2           8       136     832     8.0155
4           32      504     3320    8.0496
8           128     1936    13264   8.0632
16          512     7584    53024   8.0697
32          2048    30016   212032  8.0729
