#				                        k=3							
#h	    ndof_total  ndof_cond   disp		press		stress		div
1	    9184        1834        0.00204285  0.00355851  0.0113119   2.13511e-06 
0.5	    71536       12736       0.000177094 0.00107655  0.00294147  2.45929e-07 
0.25	564544      94144       1.27314e-05 0.000183412 0.000486606 2.870047e-08
0.125	4485376     722176      8.56439e-07 2.57375e-05 6.7406e-05  3.54427e-09 
0.06125	35554304    5376791     5.45621e-08 2.86413e-06 7.4991e-06  3.99451e-10 
