#Nel/side   Nel     Neq     NeqFull DispY
1           1       29      242     3.5147
2           4       100     960     5.81802
4           16      368     3824    7.09253
8           64      1408    15264   7.68688
16          256     5504    60992   7.91496
32          1024    21760   243840  8.00541
