#Nel/side   Nel     Neq     NeqFull DispY
1           1       133     926     7.92179
2           4       468     3712    7.96793
4           16      1744    14864   8.02057
8           64      6720    59488   8.04853
16          256     26368   238016  8.0618
32          1024    104448  952192  8.06846
