#				                        k=3							
#h	    ndof_total  ndof_cond   disp		press		stress		div
1	    9184        1834        0.00204374  0.00356018  0.011315    4.2747e-12
0.5	    71536       12736       0.000177128 0.00107701  0.00294232  7.29622e-12
0.25	564544      94144       1.27287e-05 0.000183495 0.00048676  1.41804e-11
0.125	4485376     722176      8.45642e-07 2.57492e-05 6.74277e-05 2.81258e-11
0.06125	35554304    5376791     5.44452e-08 2.89332e-06 7.57633e-06 3.27114e-11
