#				                        k=3							
#h	    ndof_total  ndof_cond   disp		press		stress		div
1	    9124        1804        0.00195859  0.00339849  0.0110099   0.000203909
0.5	    71056       12496       0.000173458 0.00103216  0.00286003  6.19298e-05
0.25	560704      92224       1.24184e-05 0.000175516 0.000471809 1.05309e-05
0.125	4454656     706816      8.37001e-07 2.46214e-05 6.53176e-05 1.47728e-06
0.06125	
