#Nel/side   Nel     Neq     NeqFull DispY
1           1       11      54      3.5149
2           4       36      212     5.8186
4           16      128     840     7.0934
8           64      480     3344    7.6878
16          256     1856    13344   7.9160
32          1024    7296    53312   8.0064
