#				                        k=3							
#h	    ndof_total  ndof_cond   disp		press		stress		div
1	    9124        1804        0.000913892 0.00148033  0.00665373  0.0017764
0.5	    71056       12496       0.00010633  0.000480753 0.00170637  0.000576904
0.25	560704      92224       7.39282e-06 7.91017e-05 0.000270663 9.4922e-05
0.125	4454656     706816      4.97791e-07 1.10199e-05 3.71765e-05 1.32239e-05 
0.06125	
