#y	Displacement_Y	Pressure	Stress_XX	Stress_ZZ
0.059	-0.0235078	-0.297444	0.612833	0.2795
0.06	-0.0239062	-0.297778	0.613333	0.28
0.061	-0.0243046	-0.298111	0.613833	0.2805
0.062	-0.0247031	-0.298444	0.614333	0.281
0.063	-0.025125	-0.298778	0.614833	0.2815
0.064	-0.0255703	-0.299111	0.615333	0.282
0.065	-0.0260156	-0.299444	0.615833	0.2825
0.066	-0.0264609	-0.299778	0.616333	0.283
0.067	-0.0269062	-0.300111	0.616833	0.2835
0.068	-0.0273515	-0.300444	0.617333	0.284
0.069	-0.0277968	-0.300778	0.617833	0.2845
0.07	-0.0282422	-0.301111	0.618333	0.285
0.071	-0.0286875	-0.301444	0.618833	0.2855
0.072	-0.0291328	-0.301778	0.619333	0.286
0.073	-0.0295781	-0.302111	0.619833	0.2865
0.074	-0.0300234	-0.302444	0.620333	0.287
0.075	-0.0304687	-0.302778	0.620833	0.2875
0.076	-0.030914	-0.303111	0.621333	0.288
0.077	-0.0313593	-0.303444	0.621833	0.2885
0.078	-0.0318047	-0.303778	0.622333	0.289
0.079	-0.03225	-0.304111	0.622833	0.2895
0.08	-0.0326953	-0.304444	0.623333	0.29
0.081	-0.0331406	-0.304778	0.623833	0.2905
0.082	-0.0335859	-0.305111	0.624333	0.291
0.083	-0.0340312	-0.305444	0.624833	0.2915
0.084	-0.0344765	-0.305778	0.625333	0.292
0.085	-0.0349219	-0.306111	0.625833	0.2925
0.086	-0.0353672	-0.306444	0.626333	0.293
0.087	-0.0358125	-0.306778	0.626833	0.2935
0.088	-0.0362578	-0.307111	0.627333	0.294
0.089	-0.0367031	-0.307444	0.627833	0.2945
0.09	-0.0371484	-0.307778	0.628333	0.295
0.091	-0.0375937	-0.308111	0.628833	0.2955
0.092	-0.0380391	-0.308444	0.629333	0.296
0.093	-0.0384844	-0.308778	0.629833	0.2965
0.094	-0.0389297	-0.309111	0.630333	0.297
0.095	-0.039375	-0.309444	0.630833	0.2975
0.096	-0.0398203	-0.309777	0.631333	0.298
0.097	-0.0402656	-0.310111	0.631833	0.2985
0.098	-0.0407109	-0.310444	0.632333	0.299
0.099	-0.0411562	-0.310777	0.632833	0.2995
0.1	-0.0416016	-0.311111	0.633333	0.3
0.101	-0.0420469	-0.311444	0.633833	0.3005
0.102	-0.0424922	-0.311777	0.634333	0.301
0.103	-0.0429375	-0.312111	0.634833	0.3015
0.104	-0.0433828	-0.312444	0.635333	0.302
0.105	-0.0438281	-0.312777	0.635833	0.3025
0.106	-0.0442734	-0.313111	0.636333	0.303
0.107	-0.0447188	-0.313444	0.636833	0.3035
0.108	-0.0451641	-0.313777	0.637333	0.304
0.109	-0.0456094	-0.314111	0.637833	0.3045
0.11	-0.0460547	-0.314444	0.638333	0.305
0.111	-0.0465	-0.314777	0.638833	0.3055
0.112	-0.0469453	-0.315111	0.639333	0.306
0.113	-0.0473906	-0.315444	0.639833	0.3065
0.114	-0.0478359	-0.315777	0.640333	0.307
0.115	-0.0482813	-0.316111	0.640833	0.3075
0.116	-0.0487266	-0.316444	0.641333	0.308
0.117	-0.0491719	-0.316777	0.641833	0.3085
0.118	-0.0496172	-0.317111	0.642333	0.309
0.119	-0.0500625	-0.317444	0.642833	0.3095
0.12	-0.0505078	-0.317777	0.643333	0.31
0.121	-0.0509531	-0.318111	0.643833	0.3105
0.122	-0.0513985	-0.318444	0.644333	0.311
0.123	-0.0518438	-0.318777	0.644833	0.3115
0.124	-0.0522891	-0.319111	0.645333	0.312
0.125	-0.0527344	-0.319444	0.645833	0.3125
0.126	-0.0532266	-0.319777	0.646333	0.313
0.127	-0.0537188	-0.320111	0.646833	0.3135
0.128	-0.054211	-0.320444	0.647333	0.314
0.129	-0.0547031	-0.320777	0.647833	0.3145
0.13	-0.0551953	-0.321111	0.648333	0.315
0.131	-0.0556875	-0.321444	0.648833	0.3155
0.132	-0.0561797	-0.321777	0.649333	0.316
0.133	-0.0566719	-0.322111	0.649833	0.3165
0.134	-0.0571641	-0.322444	0.650333	0.317
0.135	-0.0576563	-0.322777	0.650833	0.3175
0.136	-0.0581485	-0.323111	0.651333	0.318
0.137	-0.0586406	-0.323444	0.651833	0.3185
0.138	-0.0591328	-0.323777	0.652333	0.319
0.139	-0.059625	-0.324111	0.652833	0.3195
0.14	-0.0601172	-0.324444	0.653333	0.32
0.141	-0.0606094	-0.324778	0.653833	0.3205
0.142	-0.0611016	-0.325111	0.654333	0.321
0.143	-0.0615938	-0.325444	0.654833	0.3215
0.144	-0.062086	-0.325778	0.655333	0.322
0.145	-0.0625781	-0.326111	0.655833	0.3225
0.146	-0.0630703	-0.326444	0.656333	0.323
0.147	-0.0635625	-0.326778	0.656833	0.3235
0.148	-0.0640547	-0.327111	0.657333	0.324
0.149	-0.0645469	-0.327444	0.657833	0.3245
0.15	-0.0650391	-0.327778	0.658333	0.325
0.151	-0.0655313	-0.328111	0.658833	0.3255
0.152	-0.0660235	-0.328444	0.659333	0.326
0.153	-0.0665156	-0.328778	0.659833	0.3265
0.154	-0.0670078	-0.329111	0.660333	0.327
0.155	-0.0675	-0.329444	0.660833	0.3275
0.156	-0.0679922	-0.329778	0.661333	0.328
0.157	-0.0684844	-0.330111	0.661833	0.3285
0.158	-0.0689766	-0.330444	0.662333	0.329
0.159	-0.0694688	-0.330778	0.662833	0.3295
0.16	-0.069961	-0.331111	0.663333	0.33
0.161	-0.0704531	-0.331444	0.663833	0.3305
0.162	-0.0709453	-0.331778	0.664333	0.331
0.163	-0.0714375	-0.332111	0.664833	0.3315
0.164	-0.0719297	-0.332444	0.665333	0.332
0.165	-0.0724219	-0.332778	0.665833	0.3325
0.166	-0.0729141	-0.333111	0.666333	0.333
0.167	-0.0734063	-0.333444	0.666833	0.3335
0.168	-0.0738984	-0.333778	0.667333	0.334
0.169	-0.0743906	-0.334111	0.667833	0.3345
0.17	-0.0748828	-0.334444	0.668333	0.335
0.171	-0.075375	-0.334778	0.668833	0.3355
0.172	-0.0758672	-0.335111	0.669333	0.336
0.173	-0.0763594	-0.335445	0.669833	0.3365
0.174	-0.0768516	-0.335778	0.670333	0.337
0.175	-0.0773438	-0.336111	0.670833	0.3375
0.176	-0.0778359	-0.336445	0.671333	0.338
0.177	-0.0783281	-0.336778	0.671833	0.3385
0.178	-0.0788203	-0.337111	0.672333	0.339
0.179	-0.0793125	-0.337445	0.672833	0.3395
0.18	-0.0798047	-0.337778	0.673333	0.34
0.181	-0.0802969	-0.338111	0.673833	0.3405
0.182	-0.0807891	-0.338445	0.674333	0.341
0.183	-0.0812813	-0.338778	0.674833	0.3415
0.184	-0.0817734	-0.339111	0.675333	0.342
0.185	-0.0822656	-0.339445	0.675833	0.3425
0.186	-0.0827578	-0.339778	0.676333	0.343
0.187	-0.08325	-0.340111	0.676833	0.3435
0.188	-0.0837656	-0.340445	0.677333	0.344
0.189	-0.0843047	-0.340778	0.677833	0.3445
0.19	-0.0848437	-0.341111	0.678333	0.345
0.191	-0.0853828	-0.341445	0.678833	0.3455
0.192	-0.0859218	-0.341778	0.679333	0.346
0.193	-0.0864609	-0.342111	0.679833	0.3465
0.194	-0.087	-0.342445	0.680333	0.347
0.195	-0.087539	-0.342778	0.680833	0.3475
0.196	-0.0880781	-0.343111	0.681333	0.348
0.197	-0.0886171	-0.343445	0.681833	0.3485
0.198	-0.0891562	-0.343778	0.682333	0.349
0.199	-0.0896952	-0.344111	0.682833	0.3495
0.2	-0.0902343	-0.344445	0.683333	0.35
0.201	-0.0907733	-0.344778	0.683833	0.3505
0.202	-0.0913124	-0.345111	0.684333	0.351
0.203	-0.0918514	-0.345445	0.684833	0.3515
0.204	-0.0923905	-0.345778	0.685333	0.352
0.205	-0.0929295	-0.346111	0.685833	0.3525
0.206	-0.0934686	-0.346445	0.686333	0.353
0.207	-0.0940077	-0.346778	0.686833	0.3535
0.208	-0.0945467	-0.347111	0.687333	0.354
0.209	-0.0950858	-0.347445	0.687833	0.3545
0.21	-0.0956248	-0.347778	0.688333	0.355
0.211	-0.0961639	-0.348111	0.688833	0.3555
0.212	-0.0967029	-0.348445	0.689333	0.356
0.213	-0.097242	-0.348778	0.689833	0.3565
0.214	-0.097781	-0.349111	0.690333	0.357
0.215	-0.0983201	-0.349445	0.690833	0.3575
0.216	-0.0988592	-0.349778	0.691333	0.358
0.217	-0.0993982	-0.350111	0.691833	0.3585
0.218	-0.0999373	-0.350444	0.692333	0.359
0.219	-0.100476	-0.350778	0.692833	0.3595
0.22	-0.101015	-0.351111	0.693333	0.36
0.221	-0.101554	-0.351444	0.693833	0.3605
0.222	-0.102093	-0.351778	0.694333	0.361
0.223	-0.102633	-0.352111	0.694833	0.3615
0.224	-0.103172	-0.352444	0.695333	0.362
0.225	-0.103711	-0.352778	0.695833	0.3625
0.226	-0.10425	-0.353111	0.696333	0.363
0.227	-0.104789	-0.353444	0.696833	0.3635
0.228	-0.105328	-0.353778	0.697333	0.364
0.229	-0.105867	-0.354111	0.697833	0.3645
0.23	-0.106406	-0.354444	0.698333	0.365
0.231	-0.106945	-0.354778	0.698833	0.3655
0.232	-0.107484	-0.355111	0.699333	0.366
0.233	-0.108023	-0.355444	0.699833	0.3665
0.234	-0.108562	-0.355778	0.700333	0.367
0.235	-0.109101	-0.356111	0.700833	0.3675
0.236	-0.10964	-0.356444	0.701333	0.368
0.237	-0.110179	-0.356778	0.701833	0.3685
0.238	-0.110718	-0.357111	0.702333	0.369
0.239	-0.111257	-0.357444	0.702833	0.3695
0.24	-0.111796	-0.357778	0.703333	0.37
0.241	-0.112336	-0.358111	0.703833	0.3705
0.242	-0.112875	-0.358444	0.704333	0.371
0.243	-0.113414	-0.358778	0.704833	0.3715
0.244	-0.113953	-0.359111	0.705333	0.372
0.245	-0.114492	-0.359444	0.705833	0.3725
0.246	-0.115031	-0.359778	0.706333	0.373
0.247	-0.11557	-0.360111	0.706833	0.3735
0.248	-0.116109	-0.360444	0.707333	0.374
0.249	-0.116648	-0.360778	0.707833	0.3745
0.25	-0.117187	-0.361111	0.708333	0.375
0.251	-0.117773	-0.361444	0.708833	0.3755
0.252	-0.118359	-0.361778	0.709333	0.376
0.253	-0.118945	-0.362111	0.709833	0.3765
0.254	-0.119531	-0.362444	0.710333	0.377
0.255	-0.120117	-0.362778	0.710833	0.3775
0.256	-0.120703	-0.363111	0.711333	0.378
0.257	-0.121289	-0.363444	0.711833	0.3785
0.258	-0.121875	-0.363778	0.712333	0.379
0.259	-0.122461	-0.364111	0.712833	0.3795
0.26	-0.123047	-0.364444	0.713333	0.38
0.261	-0.123632	-0.364778	0.713833	0.3805
0.262	-0.124218	-0.365111	0.714333	0.381
0.263	-0.124804	-0.365444	0.714833	0.3815
0.264	-0.12539	-0.365778	0.715333	0.382
0.265	-0.125976	-0.366111	0.715833	0.3825
0.266	-0.126562	-0.366444	0.716333	0.383
0.267	-0.127148	-0.366778	0.716833	0.3835
0.268	-0.127734	-0.367111	0.717333	0.384
0.269	-0.12832	-0.367444	0.717833	0.3845
0.27	-0.128906	-0.367778	0.718333	0.385
0.271	-0.129492	-0.368111	0.718833	0.3855
0.272	-0.130078	-0.368444	0.719333	0.386
0.273	-0.130664	-0.368778	0.719833	0.3865
0.274	-0.13125	-0.369111	0.720333	0.387
0.275	-0.131836	-0.369444	0.720833	0.3875
0.276	-0.132422	-0.369778	0.721333	0.388
0.277	-0.133008	-0.370111	0.721833	0.3885
0.278	-0.133594	-0.370444	0.722333	0.389
0.279	-0.13418	-0.370778	0.722833	0.3895
0.28	-0.134766	-0.371111	0.723333	0.39
0.281	-0.135352	-0.371444	0.723833	0.3905
0.282	-0.135937	-0.371778	0.724333	0.391
0.283	-0.136523	-0.372111	0.724833	0.3915
0.284	-0.137109	-0.372444	0.725333	0.392
0.285	-0.137695	-0.372777	0.725833	0.3925
0.286	-0.138281	-0.373111	0.726333	0.393
0.287	-0.138867	-0.373444	0.726833	0.3935
0.288	-0.139453	-0.373777	0.727333	0.394
0.289	-0.140039	-0.374111	0.727833	0.3945
0.29	-0.140625	-0.374444	0.728333	0.395
0.291	-0.141211	-0.374777	0.728833	0.3955
0.292	-0.141797	-0.375111	0.729333	0.396
0.293	-0.142383	-0.375444	0.729833	0.3965
0.294	-0.142969	-0.375777	0.730333	0.397
0.295	-0.143555	-0.376111	0.730833	0.3975
0.296	-0.144141	-0.376444	0.731333	0.398
0.297	-0.144727	-0.376777	0.731833	0.3985
0.298	-0.145313	-0.377111	0.732333	0.399
0.299	-0.145899	-0.377444	0.732833	0.3995
0.3	-0.146485	-0.377777	0.733333	0.4
0.301	-0.147071	-0.378111	0.733833	0.4005
0.302	-0.147656	-0.378444	0.734333	0.401
0.303	-0.148242	-0.378777	0.734833	0.4015
0.304	-0.148828	-0.379111	0.735333	0.402
0.305	-0.149414	-0.379444	0.735833	0.4025
0.306	-0.15	-0.379777	0.736333	0.403
0.307	-0.150586	-0.380111	0.736833	0.4035
0.308	-0.151172	-0.380444	0.737333	0.404
0.309	-0.151758	-0.380777	0.737833	0.4045
0.31	-0.152344	-0.381111	0.738333	0.405
0.311	-0.15293	-0.381444	0.738833	0.4055
0.312	-0.153516	-0.381777	0.739333	0.406
0.313	-0.154125	-0.382111	0.739833	0.4065
0.314	-0.154758	-0.382444	0.740333	0.407
0.315	-0.155391	-0.382777	0.740833	0.4075
0.316	-0.156024	-0.383111	0.741333	0.408
0.317	-0.156657	-0.383444	0.741833	0.4085
0.318	-0.157289	-0.383777	0.742333	0.409
0.319	-0.157922	-0.384111	0.742833	0.4095
0.32	-0.158555	-0.384444	0.743333	0.41
0.321	-0.159188	-0.384777	0.743833	0.4105
0.322	-0.159821	-0.385111	0.744333	0.411
0.323	-0.160453	-0.385444	0.744833	0.4115
0.324	-0.161086	-0.385777	0.745333	0.412
0.325	-0.161719	-0.386111	0.745833	0.4125
0.326	-0.162352	-0.386444	0.746333	0.413
0.327	-0.162985	-0.386777	0.746833	0.4135
0.328	-0.163617	-0.387111	0.747333	0.414
0.329	-0.16425	-0.387444	0.747833	0.4145
0.33	-0.164883	-0.387778	0.748333	0.415
0.331	-0.165516	-0.388111	0.748833	0.4155
0.332	-0.166149	-0.388444	0.749333	0.416
0.333	-0.166781	-0.388778	0.749833	0.4165
0.334	-0.167414	-0.389111	0.750333	0.417
0.335	-0.168047	-0.389444	0.750833	0.4175
0.336	-0.16868	-0.389778	0.751333	0.418
0.337	-0.169313	-0.390111	0.751833	0.4185
0.338	-0.169945	-0.390444	0.752333	0.419
0.339	-0.170578	-0.390778	0.752833	0.4195
0.34	-0.171211	-0.391111	0.753333	0.42
0.341	-0.171844	-0.391444	0.753833	0.4205
0.342	-0.172477	-0.391778	0.754333	0.421
0.343	-0.173109	-0.392111	0.754833	0.4215
0.344	-0.173742	-0.392444	0.755333	0.422
0.345	-0.174375	-0.392778	0.755833	0.4225
0.346	-0.175008	-0.393111	0.756333	0.423
0.347	-0.175641	-0.393444	0.756833	0.4235
0.348	-0.176273	-0.393778	0.757333	0.424
0.349	-0.176906	-0.394111	0.757833	0.4245
0.35	-0.177539	-0.394444	0.758333	0.425
0.351	-0.178172	-0.394778	0.758833	0.4255
0.352	-0.178805	-0.395111	0.759333	0.426
0.353	-0.179437	-0.395444	0.759833	0.4265
0.354	-0.18007	-0.395778	0.760333	0.427
0.355	-0.180703	-0.396111	0.760833	0.4275
0.356	-0.181336	-0.396444	0.761333	0.428
0.357	-0.181969	-0.396778	0.761833	0.4285
0.358	-0.182601	-0.397111	0.762333	0.429
0.359	-0.183234	-0.397444	0.762833	0.4295
0.36	-0.183867	-0.397778	0.763333	0.43
0.361	-0.1845	-0.398111	0.763833	0.4305
0.362	-0.185133	-0.398445	0.764333	0.431
0.363	-0.185765	-0.398778	0.764833	0.4315
0.364	-0.186398	-0.399111	0.765333	0.432
0.365	-0.187031	-0.399445	0.765833	0.4325
0.366	-0.187664	-0.399778	0.766333	0.433
0.367	-0.188297	-0.400111	0.766833	0.4335
0.368	-0.188929	-0.400445	0.767333	0.434
0.369	-0.189562	-0.400778	0.767833	0.4345
0.37	-0.190195	-0.401111	0.768333	0.435
0.371	-0.190828	-0.401445	0.768833	0.4355
0.372	-0.191461	-0.401778	0.769333	0.436
0.373	-0.192093	-0.402111	0.769833	0.4365
0.374	-0.192726	-0.402445	0.770333	0.437
0.375	-0.193359	-0.402778	0.770833	0.4375
0.376	-0.194039	-0.403111	0.771333	0.438
0.377	-0.194718	-0.403445	0.771833	0.4385
0.378	-0.195398	-0.403778	0.772333	0.439
0.379	-0.196078	-0.404111	0.772833	0.4395
0.38	-0.196757	-0.404445	0.773333	0.44
0.381	-0.197437	-0.404778	0.773833	0.4405
0.382	-0.198117	-0.405111	0.774333	0.441
0.383	-0.198797	-0.405445	0.774833	0.4415
0.384	-0.199476	-0.405778	0.775333	0.442
0.385	-0.200156	-0.406111	0.775833	0.4425
0.386	-0.200836	-0.406445	0.776333	0.443
0.387	-0.201515	-0.406778	0.776833	0.4435
0.388	-0.202195	-0.407111	0.777333	0.444
0.389	-0.202875	-0.407445	0.777833	0.4445
0.39	-0.203554	-0.407778	0.778333	0.445
0.391	-0.204234	-0.408111	0.778833	0.4455
0.392	-0.204914	-0.408445	0.779333	0.446
0.393	-0.205594	-0.408778	0.779833	0.4465
0.394	-0.206273	-0.409111	0.780333	0.447
0.395	-0.206953	-0.409445	0.780833	0.4475
0.396	-0.207633	-0.409778	0.781333	0.448
0.397	-0.208312	-0.410111	0.781833	0.4485
0.398	-0.208992	-0.410445	0.782333	0.449
0.399	-0.209672	-0.410778	0.782833	0.4495
0.4	-0.210351	-0.411111	0.783333	0.45
0.401	-0.211031	-0.411445	0.783833	0.4505
0.402	-0.211711	-0.411778	0.784333	0.451
0.403	-0.21239	-0.412111	0.784833	0.4515
0.404	-0.21307	-0.412445	0.785333	0.452
0.405	-0.21375	-0.412778	0.785833	0.4525
0.406	-0.21443	-0.413111	0.786333	0.453
0.407	-0.215109	-0.413444	0.786833	0.4535
0.408	-0.215789	-0.413778	0.787333	0.454
0.409	-0.216469	-0.414111	0.787833	0.4545
0.41	-0.217148	-0.414444	0.788333	0.455
0.411	-0.217828	-0.414778	0.788833	0.4555
0.412	-0.218508	-0.415111	0.789333	0.456
0.413	-0.219187	-0.415444	0.789833	0.4565
0.414	-0.219867	-0.415778	0.790333	0.457
0.415	-0.220547	-0.416111	0.790833	0.4575
0.416	-0.221227	-0.416444	0.791333	0.458
0.417	-0.221906	-0.416778	0.791833	0.4585
0.418	-0.222586	-0.417111	0.792333	0.459
0.419	-0.223266	-0.417444	0.792833	0.4595
0.42	-0.223945	-0.417778	0.793333	0.46
0.421	-0.224625	-0.418111	0.793833	0.4605
0.422	-0.225305	-0.418444	0.794333	0.461
0.423	-0.225984	-0.418778	0.794833	0.4615
0.424	-0.226664	-0.419111	0.795333	0.462
0.425	-0.227344	-0.419444	0.795833	0.4625
0.426	-0.228023	-0.419778	0.796333	0.463
0.427	-0.228703	-0.420111	0.796833	0.4635
0.428	-0.229383	-0.420444	0.797333	0.464
0.429	-0.230063	-0.420778	0.797833	0.4645
0.43	-0.230742	-0.421111	0.798333	0.465
0.431	-0.231422	-0.421444	0.798833	0.4655
0.432	-0.232102	-0.421778	0.799333	0.466
0.433	-0.232781	-0.422111	0.799833	0.4665
0.434	-0.233461	-0.422444	0.800333	0.467
0.435	-0.234141	-0.422778	0.800833	0.4675
0.436	-0.23482	-0.423111	0.801333	0.468
0.437	-0.2355	-0.423444	0.801833	0.4685
0.438	-0.236203	-0.423778	0.802333	0.469
0.439	-0.23693	-0.424111	0.802833	0.4695
0.44	-0.237656	-0.424444	0.803333	0.47
0.441	-0.238383	-0.424778	0.803833	0.4705
0.442	-0.23911	-0.425111	0.804333	0.471
0.443	-0.239836	-0.425444	0.804833	0.4715
0.444	-0.240563	-0.425778	0.805333	0.472
0.445	-0.241289	-0.426111	0.805833	0.4725
0.446	-0.242016	-0.426444	0.806333	0.473
0.447	-0.242742	-0.426778	0.806833	0.4735
0.448	-0.243469	-0.427111	0.807333	0.474
0.449	-0.244195	-0.427444	0.807833	0.4745
0.45	-0.244922	-0.427778	0.808333	0.475
0.451	-0.245649	-0.428111	0.808833	0.4755
0.452	-0.246375	-0.428444	0.809333	0.476
0.453	-0.247102	-0.428778	0.809833	0.4765
0.454	-0.247828	-0.429111	0.810333	0.477
0.455	-0.248555	-0.429444	0.810833	0.4775
0.456	-0.249281	-0.429778	0.811333	0.478
0.457	-0.250008	-0.430111	0.811833	0.4785
0.458	-0.250734	-0.430444	0.812333	0.479
0.459	-0.251461	-0.430778	0.812833	0.4795
0.46	-0.252188	-0.431111	0.813333	0.48
0.461	-0.252914	-0.431444	0.813833	0.4805
0.462	-0.253641	-0.431778	0.814333	0.481
0.463	-0.254367	-0.432111	0.814833	0.4815
0.464	-0.255094	-0.432444	0.815333	0.482
0.465	-0.25582	-0.432778	0.815833	0.4825
0.466	-0.256547	-0.433111	0.816333	0.483
0.467	-0.257274	-0.433444	0.816833	0.4835
0.468	-0.258	-0.433777	0.817333	0.484
0.469	-0.258727	-0.434111	0.817833	0.4845
0.47	-0.259453	-0.434444	0.818333	0.485
0.471	-0.26018	-0.434777	0.818833	0.4855
0.472	-0.260906	-0.435111	0.819333	0.486
0.473	-0.261633	-0.435444	0.819833	0.4865
0.474	-0.262359	-0.435777	0.820333	0.487
0.475	-0.263086	-0.436111	0.820833	0.4875
0.476	-0.263813	-0.436444	0.821333	0.488
0.477	-0.264539	-0.436777	0.821833	0.4885
0.478	-0.265266	-0.437111	0.822333	0.489
0.479	-0.265992	-0.437444	0.822833	0.4895
0.48	-0.266719	-0.437777	0.823333	0.49
0.481	-0.267445	-0.438111	0.823833	0.4905
0.482	-0.268172	-0.438444	0.824333	0.491
0.483	-0.268898	-0.438777	0.824833	0.4915
0.484	-0.269625	-0.439111	0.825333	0.492
0.485	-0.270352	-0.439444	0.825833	0.4925
0.486	-0.271078	-0.439777	0.826333	0.493
0.487	-0.271805	-0.440111	0.826833	0.4935
0.488	-0.272531	-0.440444	0.827333	0.494
0.489	-0.273258	-0.440777	0.827833	0.4945
0.49	-0.273984	-0.441111	0.828333	0.495
0.491	-0.274711	-0.441444	0.828833	0.4955
0.492	-0.275438	-0.441777	0.829333	0.496
0.493	-0.276164	-0.442111	0.829833	0.4965
0.494	-0.276891	-0.442444	0.830333	0.497
0.495	-0.277617	-0.442777	0.830833	0.4975
0.496	-0.278344	-0.443111	0.831333	0.498
0.497	-0.27907	-0.443444	0.831833	0.4985
0.498	-0.279797	-0.443777	0.832333	0.499
0.499	-0.280523	-0.444111	0.832833	0.4995
0.5	-0.28125	-0.444444	0.833333	0.5
0.501	-0.281547	-0.445111	1.001	0.334333
0.502	-0.281844	-0.445777	1.002	0.335333
0.503	-0.282141	-0.446444	1.003	0.336333
0.504	-0.282438	-0.447111	1.004	0.337333
0.505	-0.282734	-0.447777	1.005	0.338333
0.506	-0.283031	-0.448444	1.006	0.339333
0.507	-0.283328	-0.449111	1.007	0.340333
0.508	-0.283625	-0.449777	1.008	0.341333
0.509	-0.283922	-0.450444	1.009	0.342333
0.51	-0.284219	-0.451111	1.01	0.343333
0.511	-0.284516	-0.451777	1.011	0.344333
0.512	-0.284812	-0.452444	1.012	0.345333
0.513	-0.285109	-0.453111	1.013	0.346333
0.514	-0.285406	-0.453777	1.014	0.347333
0.515	-0.285703	-0.454444	1.015	0.348333
0.516	-0.286	-0.455111	1.016	0.349333
0.517	-0.286297	-0.455777	1.017	0.350333
0.518	-0.286594	-0.456444	1.018	0.351333
0.519	-0.286891	-0.457111	1.019	0.352333
0.52	-0.287187	-0.457777	1.02	0.353333
0.521	-0.287484	-0.458444	1.021	0.354333
0.522	-0.287781	-0.459111	1.022	0.355333
0.523	-0.288078	-0.459777	1.023	0.356333
0.524	-0.288375	-0.460444	1.024	0.357333
0.525	-0.288672	-0.461111	1.025	0.358333
0.526	-0.288969	-0.461778	1.026	0.359333
0.527	-0.289266	-0.462444	1.027	0.360333
0.528	-0.289562	-0.463111	1.028	0.361333
0.529	-0.289859	-0.463777	1.029	0.362333
0.53	-0.290156	-0.464444	1.03	0.363333
0.531	-0.290453	-0.465111	1.031	0.364333
0.532	-0.29075	-0.465778	1.032	0.365333
0.533	-0.291047	-0.466444	1.033	0.366333
0.534	-0.291344	-0.467111	1.034	0.367333
0.535	-0.291641	-0.467778	1.035	0.368333
0.536	-0.291937	-0.468444	1.036	0.369333
0.537	-0.292234	-0.469111	1.037	0.370333
0.538	-0.292531	-0.469778	1.038	0.371333
