#								k=1								
#h		ndof_total	ndof_cond	disp		press		stress		div
1	2660	440	3.021557	0.568248	1.15244	0.00020215
0.5	20840	3080	0.8633021	0.3342635	0.6254114	0.00011231
0.25	164960	22880	0.233324865	0.1806989	0.311432	5.8492e-05
0.125	1312640	176000	0.059826888	0.05751871	0.149322	2.9246e-05
0.06125	10472960	1379840	0.014416118	0.029197314	0.076984	1.3603e-05
