#Nel/side   Nel     Neq     NeqFull DispY
1           2       23      111     7.3476
2           8       80      440     7.9614
4           32      296     1752    7.9926
8           128     1136    6992    8.0334
16          512     4448    27936   8.0551
32          2048    17600   111680  8.0657
