#Nel/side   Nel     Neq     NeqFull DispY
1           2       23      126     7.9228
2           8       76      500     7.9689
4           32      272     1992    8.0216
8           128     1024    7952    8.0495
16          512     3968    31776   8.0628
32          2048    15616   127040  8.0695
