#Nel/side   Nel     Neq     NeqFull DispY
1           1       71      513     7.29057
2           4       248     2048    7.9127
4           16      920     8184    7.97116
8           64      3536    32720   8.02015
16          256     13856   130848  8.04809
32          1024    54848   523328  8.0617
