#Nel/side   Nel     Neq     NeqFull DispY
1           1       17      87      7.2915
2           4       56      344     7.3137
4           16      200     1368    7.9722
8           64     752     5456    8.0212
16          256     2912    21792   8.0491
32          1024    11456   87104   8.0627
