#												k=2								
#h          ndof_total  ndof_cond  disp        press       stress      div
1	        2807        442        0.0871201	0.0250499	0.0930411	0.0300599
0.5	        21708       2788       0.00599543	0.00639992	0.0238782	0.0076799
0.25	    170672      19312      0.000447564	0.00160223	0.00602161	0.00192268
0.125	    1353408     142528     3.5589312E-5	0.00040406	0.00153799	0.000480249
0.06125	    10779392    1092352    3.5028746E-6	0.00010117	0.00038564	0.000119927
