#								k=3								
#h		ndof_total	ndof_cond	disp		press		stress		div
1	867	867	0.00237969	0.000543352	0.0109079	0.0014808
0.5	5082	5082	9.3122e-05	3.48611e-05	0.00097581	0.000143597
0.25	34248	34248	1.4687e-05	8.77196e-06	0.000238309	2.59818e-05
0.125	250284	250284	9.45682e-07	1.13769e-06	3.14869e-05	2.12486e-06
0.06125	1911252	1911252	5.81774e-08	1.17327e-07	3.99395e-06	1.38523e-07
