#Nel/side   Nel     Neq     NeqFull DispY
1           1       80      514     4.28507
2           4       296     2048    5.41769
4           16      1136    8176    7.77589
8           64      4448    32672   9.538
16          256     17600   130624  10.2107
32          1024    70016   522368  10.433
